client_id,age,job,marital,education,credit_default,mortgage,number_contacts,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date,cons_price_idx,euribor_three_months
233,39,admin_,married,high_school,False,False,1,357,0,0,0,2022-05-17,93.994,4.857
234,52,self-employed,married,university_degree,False,False,1,175,0,0,0,2022-05-10,93.994,4.857
235,44,admin_,married,professional_course,False,True,1,300,0,0,0,2022-05-06,93.994,4.857
236,56,blue-collar,married,basic_4y,False,False,1,136,0,0,0,2022-05-19,93.994,4.857
237,48,admin_,married,high_school,False,False,2,125,0,0,0,2022-05-24,93.994,4.857
238,33,services,married,high_school,False,False,2,189,0,0,0,2022-05-04,93.994,4.857
239,43,management,married,university_degree,False,False,3,213,0,0,0,2022-05-02,93.994,4.857
240,57,retired,married,high_school,False,False,2,238,0,0,0,2022-05-10,93.994,4.857
241,36,technician,single,professional_course,False,False,1,124,0,0,0,2022-05-04,93.994,4.857
242,34,management,married,university_degree,False,True,1,18,0,0,0,2022-05-02,93.994,4.857
243,34,services,single,basic_9y,False,False,2,730,0,0,0,2022-05-17,93.994,4.857
244,30,technician,married,university_degree,False,False,1,40,0,0,0,2022-05-11,93.994,4.857
245,33,services,divorced,0,False,False,2,181,0,0,0,2022-05-16,93.994,4.857
246,32,technician,single,professional_course,False,False,1,79,0,0,0,2022-05-20,93.994,4.857
247,36,technician,single,high_school,False,True,2,142,0,0,0,2022-05-06,93.994,4.857
248,36,blue-collar,single,high_school,False,False,1,389,0,0,0,2022-05-10,93.994,4.857
249,33,services,single,high_school,False,False,1,702,0,0,0,2022-05-24,93.994,4.857
250,40,technician,divorced,professional_course,False,False,1,151,0,0,0,2022-05-23,93.994,4.857
251,41,blue-collar,married,basic_4y,False,True,1,211,0,0,0,2022-05-07,93.994,4.857
252,51,services,married,basic_6y,False,True,1,117,0,0,0,2022-05-26,93.994,4.857
253,36,technician,married,professional_course,False,True,3,232,0,0,0,2022-05-24,93.994,4.857
254,28,services,married,0,False,False,2,408,0,0,0,2022-05-08,93.994,4.857
255,53,services,married,high_school,False,True,3,370,0,0,0,2022-05-15,93.994,4.857
256,58,blue-collar,married,basic_9y,False,True,2,179,0,0,0,2022-05-06,93.994,4.857
257,45,management,married,basic_9y,False,False,1,46,0,0,0,2022-05-01,93.994,4.857
258,43,technician,married,0,False,True,1,200,0,0,0,2022-05-22,93.994,4.857
259,33,admin_,married,high_school,False,False,1,50,0,0,0,2022-05-04,93.994,4.857
260,33,admin_,married,high_school,False,False,1,181,0,0,0,2022-05-07,93.994,4.857
261,27,blue-collar,single,basic_6y,False,False,1,119,0,0,0,2022-05-26,93.994,4.857
262,42,technician,married,high_school,False,False,1,361,0,0,0,2022-05-17,93.994,4.857
263,43,admin_,divorced,basic_9y,False,False,3,73,0,0,0,2022-05-16,93.994,4.857
264,42,admin_,married,university_degree,False,False,2,67,0,0,0,2022-05-24,93.994,4.857
265,27,blue-collar,single,basic_6y,False,False,1,350,0,0,0,2022-05-10,93.994,4.857
266,34,self-employed,single,university_degree,False,True,2,150,0,0,0,2022-05-18,93.994,4.857
267,31,student,single,university_degree,False,False,2,332,0,0,0,2022-05-09,93.994,4.857
268,54,management,divorced,university_degree,False,False,2,611,0,0,0,2022-05-13,93.994,4.857
269,40,self-employed,married,basic_4y,False,False,3,58,0,0,0,2022-05-25,93.994,4.857
270,52,unemployed,married,high_school,False,True,1,151,0,0,0,2022-05-26,93.994,4.857
271,47,management,divorced,university_degree,False,False,2,89,0,0,0,2022-05-10,93.994,4.857
272,49,housemaid,married,basic_9y,False,False,1,152,0,0,0,2022-05-05,93.994,4.857
273,32,admin_,single,high_school,False,False,2,611,0,0,0,2022-05-25,93.994,4.857
274,49,housemaid,single,high_school,False,True,2,110,0,0,0,2022-05-28,93.994,4.857
275,50,blue-collar,married,basic_9y,False,False,1,463,0,0,0,2022-05-16,93.994,4.857
276,34,services,married,high_school,False,False,1,962,0,0,0,2022-05-08,93.994,4.857
277,55,blue-collar,married,basic_4y,False,False,2,102,0,0,0,2022-05-22,93.994,4.857
278,47,technician,single,basic_9y,False,False,4,10,0,0,0,2022-05-04,93.994,4.857
279,51,retired,married,professional_course,False,False,3,118,0,0,0,2022-05-31,93.994,4.857
280,47,blue-collar,married,basic_6y,False,False,2,92,0,0,0,2022-05-04,93.994,4.857
281,56,technician,married,basic_4y,False,True,3,143,0,0,0,2022-05-10,93.994,4.857
282,53,admin_,married,basic_9y,False,False,3,189,0,0,0,2022-05-09,93.994,4.857
283,36,blue-collar,married,basic_9y,False,True,2,75,0,0,0,2022-05-18,93.994,4.857
284,42,blue-collar,divorced,basic_9y,False,True,2,189,0,0,0,2022-05-28,93.994,4.857
285,44,blue-collar,divorced,basic_6y,False,False,2,55,0,0,0,2022-05-11,93.994,4.857
286,39,housemaid,married,basic_9y,False,True,3,935,0,0,1,2022-05-31,93.994,4.857
287,37,admin_,single,high_school,False,True,2,56,0,0,0,2022-05-25,93.994,4.857
288,60,blue-collar,married,0,False,True,2,5,0,0,0,2022-05-15,93.994,4.857
289,36,services,married,high_school,False,False,2,225,0,0,0,2022-05-23,93.994,4.857
290,42,management,divorced,university_degree,False,True,2,125,0,0,0,2022-05-07,93.994,4.857
291,31,admin_,married,high_school,False,True,2,286,0,0,0,2022-05-09,93.994,4.857
292,53,technician,divorced,professional_course,False,False,2,206,0,0,0,2022-05-15,93.994,4.857
293,45,blue-collar,married,basic_4y,False,True,2,164,0,0,0,2022-05-16,93.994,4.857
294,37,technician,single,professional_course,False,True,2,98,0,0,0,2022-05-05,93.994,4.857
295,47,self-employed,married,professional_course,False,False,2,446,0,0,0,2022-05-03,93.994,4.857
296,49,blue-collar,divorced,high_school,False,False,2,742,0,0,0,2022-05-31,93.994,4.857
297,36,admin_,married,university_degree,False,True,2,120,0,0,0,2022-05-06,93.994,4.857
298,35,services,divorced,high_school,False,False,3,122,0,0,0,2022-05-13,93.994,4.857
299,38,unknown,married,0,False,False,4,362,0,0,0,2022-05-25,93.994,4.857
300,38,services,single,high_school,False,False,2,357,0,0,0,2022-05-19,93.994,4.857
301,50,blue-collar,divorced,high_school,False,False,2,200,0,0,0,2022-05-27,93.994,4.857
302,59,retired,married,professional_course,False,False,2,107,0,0,0,2022-05-05,93.994,4.857
303,43,unknown,married,0,False,True,2,267,0,0,0,2022-05-13,93.994,4.857
304,42,admin_,married,high_school,False,True,2,248,0,0,0,2022-05-22,93.994,4.857
305,40,admin_,married,basic_6y,False,True,2,215,0,0,0,2022-05-08,93.994,4.857
306,46,blue-collar,married,0,False,False,2,209,0,0,0,2022-05-22,93.994,4.857
307,57,housemaid,divorced,basic_4y,False,True,2,205,0,0,0,2022-05-15,93.994,4.857
308,42,admin_,married,university_degree,False,True,3,261,0,0,0,2022-05-09,93.994,4.857
309,41,blue-collar,married,basic_4y,False,True,2,83,0,0,0,2022-05-20,93.994,4.857
310,54,management,divorced,university_degree,False,True,3,106,0,0,0,2022-05-13,93.994,4.857
311,27,admin_,single,university_degree,False,False,2,106,0,0,0,2022-05-27,93.994,4.857
312,36,admin_,married,high_school,False,False,2,108,0,0,0,2022-05-28,93.994,4.857
